"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","","","","","api-testing.spec.cy.js","","","","Oops...we found an error preparing this test file: api-testing.spec.cy.js",""
